id,activity_date,total_steps,total_distance,very_active_distance,moderately_active_distance,light_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
1503960366,2016-05-12,0,0,0,0,0,0,0,0,1440,0
1624580081,2016-05-12,2971,1.9299999475479126,0,0,1.9199999570846558,0,0,107,890,1002
1844505072,2016-05-12,0,0,0,0,0,0,0,0,711,665
1927972279,2016-05-12,0,0,0,0,0,0,0,0,966,1383
2022484408,2016-05-12,9117,6.4099998474121094,1.2799999713897705,0.67000001668930054,4.440000057220459,16,16,236,728,1853
2026352035,2016-05-12,8891,5.5100002288818359,0,0,5.5100002288818359,0,0,343,330,1364
2320127002,2016-05-12,2661,1.7899999618530273,0,0,1.7899999618530273,0,0,128,830,1125
2873212765,2016-05-12,7566,5.1100001335144043,0,0,5.1100001335144043,0,0,268,720,1431
4020332650,2016-05-12,590,0.41999998688697815,0,0,0.40999999642372131,0,0,21,721,1120
4319703577,2016-05-12,17,9.9999997764825821E-3,0,0,9.9999997764825821E-3,0,0,2,0,257
4388161847,2016-05-12,3369,2.5899999141693115,0,0,2.5899999141693115,0,0,108,825,1623
4445114986,2016-05-12,768,0.51999998092651367,0,0,0.51999998092651367,0,0,58,380,1212
4558609924,2016-05-12,6307,4.1700000762939453,0,0,4.1700000762939453,0,0,247,736,1452
4702921684,2016-05-12,2752,2.2300000190734863,0,0,2.2300000190734863,0,0,68,241,1240
5553957443,2016-05-12,3121,2.0399999618530273,0.57999998331069946,0.40000000596046448,1.059999942779541,8,6,48,222,741
6962181067,2016-05-12,3587,2.369999885559082,0,0.25,2.1099998950958252,0,8,105,127,928
7086361926,2016-05-12,3789,2.559999942779541,0.37999999523162842,0.27000001072883606,1.8899999856948853,5,4,58,343,1199
8053475328,2016-05-12,4998,3.9100000858306885,2.9500000476837158,0.20000000298023224,0.75999999046325684,28,4,39,839,1505
8378563200,2016-05-12,4561,3.619999885559082,0.64999997615814209,0.27000001072883606,2.690000057220459,8,6,102,433,1976
8583815059,2016-05-12,0,0,0,0,0,0,0,0,1440,0
8877689391,2016-05-12,8064,6.119999885559082,1.8200000524520874,3.9999999105930328E-2,4.25,23,1,137,770,1849
1503960366,2016-05-11,12770,8.130000114440918,2.559999942779541,1.0099999904632568,4.5500001907348633,36,23,251,669,1783
1624580081,2016-05-11,3134,2.0399999618530273,0,0,2.0399999618530273,0,0,112,1328,1359
1644430081,2016-05-11,1329,0.97000002861022949,0,0,0.94999998807907104,0,0,49,713,1276
1844505072,2016-05-11,0,0,0,0,0,0,0,0,1440,1347
1927972279,2016-05-11,0,0,0,0,0,0,0,0,1440,2063
2022484408,2016-05-11,13272,9.3199996948242188,4.179999828338623,1.1499999761581421,3.9900000095367432,58,25,224,1133,2544
2026352035,2016-05-11,8580,5.320000171661377,0,0,5.320000171661377,0,0,330,569,1698
2320127002,2016-05-11,6424,4.3299999237060547,0,0,4.3299999237060547,0,0,300,1140,1903
2873212765,2016-05-11,6440,4.3299999237060547,0,0,4.320000171661377,0,0,319,1121,1826
3977333714,2016-05-11,746,0.5,0.37000000476837158,0,0.12999999523162842,4,0,9,13,52
4020332650,2016-05-11,3689,2.6500000953674316,0.10999999940395355,0.17000000178813934,2.3299999237060547,2,8,134,1296,2645
4319703577,2016-05-11,9129,6.130000114440918,0.20000000298023224,0.74000000953674316,5.179999828338623,3,18,311,574,2232
4388161847,2016-05-11,10201,7.8400001525878906,0.52999997138977051,0.79000002145767212,6.5300002098083496,8,18,256,858,2954
4445114986,2016-05-11,9105,6.1100001335144043,2.25,1,2.8599998950958252,34,22,232,622,2499
4558609924,2016-05-11,9108,6.0199999809265137,0.25999999046325684,1.8200000524520874,3.940000057220459,4,31,324,1081,2131
4702921684,2016-05-11,9810,7.9600000381469727,0.77999997138977051,2.1600000858306885,4.9800000190734863,10,41,235,784,3069
5553957443,2016-05-11,4926,3.2200000286102295,0,0,3.2200000286102295,0,0,195,628,1693
5577150313,2016-05-11,4038,3.0399999618530273,1.8300000429153442,0.30000001192092896,0.88999998569488525,45,15,63,257,1665
6962181067,2016-05-11,6722,4.440000057220459,1.4900000095367432,0.31000000238418579,2.6500000953674316,24,7,199,709,1855
7086361926,2016-05-11,9572,6.5199999809265137,2.8900001049041748,1.3899999856948853,2.2300000190734863,57,40,128,757,2735
8053475328,2016-05-11,12209,9.3999996185302734,6.0799999237060547,0.2800000011920929,3.0399999618530273,60,7,184,1189,2809
8378563200,2016-05-11,9143,7.25,1.3899999856948853,0.5899999737739563,5.2699999809265137,72,10,184,763,3788
8583815059,2016-05-11,8701,6.7899999618530273,0.37000000476837158,3.2400000095367432,3.1700000762939453,5,71,177,1106,2804
8877689391,2016-05-11,21420,19.559999465942383,13.220000267028809,0.40999999642372131,5.8899998664855957,88,12,213,1127,3832
1503960366,2016-05-10,12207,7.7699999809265137,3.3499999046325684,1.1599999666213989,3.2599999904632568,46,31,214,746,1859
1624580081,2016-05-10,2969,1.9299999475479126,0,0,1.9199999570846558,0,0,139,1301,1393
1644430081,2016-05-10,9167,6.6599998474121094,0.87999999523162842,0.81000000238418579,4.9699997901916504,12,19,155,1254,2799
1844505072,2016-05-10,0,0,0,0,0,0,0,0,1440,1347
1927972279,2016-05-10,0,0,0,0,0,0,0,0,1440,2063
2022484408,2016-05-10,12798,8.9799995422363281,2.2200000286102295,1.2100000381469727,5.559999942779541,57,28,271,1084,2797
2026352035,2016-05-10,254,0.15999999642372131,0,0,0.15999999642372131,0,0,17,1002,1141
2320127002,2016-05-10,6227,4.1999998092651367,0,0,4.1999998092651367,0,0,290,1150,1899
2873212765,2016-05-10,8275,5.559999942779541,0,0,5.5500001907348633,0,0,373,1067,1962
3977333714,2016-05-10,13072,8.7799997329711914,7.0000000298023224E-2,5.4000000953674316,3.309999942779541,1,115,196,676,1630
4020332650,2016-05-10,5546,3.9800000190734863,0,0,3.869999885559082,0,0,206,774,2926
4319703577,2016-05-10,9487,6.369999885559082,0.20999999344348907,0.46000000834465027,5.6999998092651367,3,12,329,555,2260
4388161847,2016-05-10,10299,7.9200000762939453,0.81000000238418579,0.64999997615814209,6.4600000381469727,13,14,267,648,3061
4445114986,2016-05-10,3915,2.630000114440918,0,0,2.630000114440918,0,0,231,783,2181
4558609924,2016-05-10,6435,4.25,0.74000000953674316,1.1200000047683716,2.3900001049041748,11,18,220,1191,1889
4702921684,2016-05-10,10613,8.6099996566772461,7.9999998211860657E-2,1.8799999952316284,6.6500000953674316,1,37,262,701,3172
5553957443,2016-05-10,16358,10.710000038146973,3.869999885559082,1.6100000143051147,5.1999998092651367,61,40,265,707,2335
5577150313,2016-05-10,8869,6.6500000953674316,2.559999942779541,0.75,3.3499999046325684,104,37,194,639,3841
6290855005,2016-05-10,0,0,0,0,0,0,0,0,1440,0
6962181067,2016-05-10,15448,10.210000038146973,3.4700000286102295,1.75,4.9899997711181641,62,34,275,626,2361
7086361926,2016-05-10,14433,10.789999961853027,7.1100001335144043,1.2000000476837158,2.4500000476837158,72,23,106,1182,2800
8053475328,2016-05-10,14810,11.359999656677246,9.0900001525878906,0.41999998688697815,1.8500000238418579,96,10,115,1219,2926
8378563200,2016-05-10,6582,5.2199997901916504,0.6600000262260437,0.63999998569488525,3.9200000762939453,63,13,152,840,3586
8583815059,2016-05-10,8240,6.429999828338623,0.68999999761581421,2.0099999904632568,3.7200000286102295,9,43,162,1226,2846
8792009665,2016-05-10,0,0,0,0,0,0,0,0,48,57
8877689391,2016-05-10,10733,8.1499996185302734,1.3500000238418579,0.46000000834465027,6.2800002098083496,18,11,224,1187,2832
1503960366,2016-05-09,12022,7.7199997901916504,3.4500000476837158,0.52999997138977051,3.7400000095367432,46,11,206,835,1819
1624580081,2016-05-09,1732,1.1299999952316284,0,0,1.1299999952316284,0,0,91,1349,1328
1644430081,2016-05-09,6643,4.8299999237060547,2.3900001049041748,0.34999999403953552,2.0899999141693115,32,6,303,1099,3008
1844505072,2016-05-09,0,0,0,0,0,0,0,0,1440,1347
1927972279,2016-05-09,0,0,0,0,0,0,0,0,1440,2063
2022484408,2016-05-09,13379,9.3900003433227539,2.119999885559082,1.6299999952316284,5.6399998664855957,35,47,297,1061,2709
2026352035,2016-05-09,10685,6.619999885559082,0,0,6.5999999046325684,0,0,401,543,1869
2320127002,2016-05-09,3090,2.0799999237060547,0,0,2.0799999237060547,0,0,145,1295,1630
2873212765,2016-05-09,7726,5.190000057220459,0,0,5.190000057220459,0,0,345,1095,1906
3977333714,2016-05-09,14687,10.079999923706055,0.76999998092651367,5.5999999046325684,3.5499999523162842,8,122,151,1159,1667
4020332650,2016-05-09,4556,3.2699999809265137,0.20000000298023224,0.11999999731779099,2.940000057220459,3,5,173,1225,2785
4319703577,2016-05-09,10378,6.9600000381469727,0.14000000059604645,0.56000000238418579,6.25,2,14,374,490,2345
4388161847,2016-05-09,10218,7.8600001335144043,0.34000000357627869,0.73000001907348633,6.7899999618530273,6,19,258,1020,3013
4445114986,2016-05-09,5275,3.5399999618530273,0,0,3.5399999618530273,0,0,266,641,2281
4558609924,2016-05-09,11451,7.570000171661377,0.43000000715255737,1.6200000047683716,5.5199999809265137,6,30,339,1065,2223
4702921684,2016-05-09,8232,6.679999828338623,0,0.56999999284744263,6.0999999046325684,0,12,253,746,2990
5553957443,2016-05-09,11611,7.5799999237060547,2.130000114440918,0.88999998569488525,4.559999942779541,59,22,251,667,2272
5577150313,2016-05-09,3421,2.559999942779541,1.4299999475479126,0.14000000059604645,0.99000000953674316,34,11,70,1099,2489
6117666160,2016-05-09,4477,3.380000114440918,0,0,3.380000114440918,0,0,197,125,1248
6290855005,2016-05-09,6277,4.75,0,0,4.7300000190734863,0,0,264,800,2175
6962181067,2016-05-09,12342,8.7200002670288086,3.9000000953674316,1.1799999475479126,3.6500000953674316,43,21,231,607,2105
7086361926,2016-05-09,13566,9.1099996566772461,4.2600002288818359,1.7100000381469727,3.119999885559082,67,50,171,743,2960
8053475328,2016-05-09,12465,9.380000114440918,6.119999885559082,0.56999999284744263,2.690000057220459,66,12,148,1214,2765
8378563200,2016-05-09,8382,6.6500000953674316,1.2699999809265137,0.6600000262260437,4.7199997901916504,71,13,171,772,3721
8583815059,2016-05-09,9877,7.6999998092651367,5.7600002288818359,0.17000000178813934,1.7300000190734863,66,4,110,1260,2947
8792009665,2016-05-09,0,0,0,0,0,0,0,0,1440,1688
8877689391,2016-05-09,20226,18.25,11.100000381469727,0.80000001192092896,6.2399997711181641,73,19,217,1131,3710
1503960366,2016-05-08,10060,6.5799999237060547,3.5299999713897705,0.31999999284744263,2.7300000190734863,44,8,203,574,1740
1624580081,2016-05-08,3427,2.2300000190734863,0,0,2.2200000286102295,0,0,152,1288,1427
1644430081,2016-05-08,6724,4.8899998664855957,0,0,4.880000114440918,0,0,295,991,2987
1844505072,2016-05-08,0,0,0,0,0,0,0,0,1440,1347
1927972279,2016-05-08,0,0,0,0,0,0,0,0,1440,2063
2022484408,2016-05-08,3292,2.309999942779541,0,0,2.309999942779541,0,0,135,1305,1848
2026352035,2016-05-08,5528,3.4500000476837158,0,0,3.4500000476837158,0,0,258,610,1555
2320127002,2016-05-08,5161,3.4800000190734863,0,0,3.4700000286102295,0,0,247,1193,1821
2873212765,2016-05-08,8168,5.5399999618530273,2.9000000953674316,0,2.6400001049041748,46,0,326,1068,2096
3977333714,2016-05-08,13585,9.0900001525878906,0.68000000715255737,5.2399997711181641,3.1700000762939453,9,116,171,688,1633
4020332650,2016-05-08,5862,4.1999998092651367,0,0,4.1500000953674316,0,0,263,775,3089
4319703577,2016-05-08,3672,2.4600000381469727,0,0,2.4600000381469727,0,0,153,603,1792
4388161847,2016-05-08,17298,14.380000114440918,9.8900003433227539,1.2599999904632568,3.2300000190734863,107,38,178,576,3934
4445114986,2016-05-08,7303,4.9000000953674316,0,0.25,4.6500000953674316,0,8,308,733,2423
4558609924,2016-05-08,6543,4.3299999237060547,1.7999999523162842,0.5,2.0199999809265137,66,35,238,1019,2666
4702921684,2016-05-08,12857,10.430000305175781,0.68000000715255737,6.2100000381469727,3.5399999618530273,9,125,192,1019,3287
5553957443,2016-05-08,6083,4,0.2199999988079071,0.4699999988079071,3.2999999523162842,3,8,210,505,1762
5577150313,2016-05-08,0,0,0,0,0,0,0,0,1440,1819
6117666160,2016-05-08,7328,5.5300002098083496,0,0,5.5300002098083496,0,0,318,517,2250
6290855005,2016-05-08,7706,5.8299999237060547,0,0,5.820000171661377,0,0,251,1189,2712
6962181067,2016-05-08,4188,2.7699999809265137,0,0.51999998092651367,2.25,0,14,151,709,1659
7086361926,2016-05-08,10677,7.0999999046325684,2.309999942779541,1.5299999713897705,3.25,32,27,147,695,2534
8053475328,2016-05-08,22026,17.649999618530273,13.399999618530273,0.5899999737739563,3.6600000858306885,125,14,228,1073,3589
8378563200,2016-05-08,2943,2.3299999237060547,0,0,2.3299999237060547,0,0,139,621,2685
8583815059,2016-05-08,9217,7.190000057220459,0.2199999988079071,3.309999942779541,3.6600000858306885,3,72,182,1183,2940
8792009665,2016-05-08,0,0,0,0,0,0,0,0,1440,1688
8877689391,2016-05-08,10686,8.1099996566772461,1.0800000429153442,0.20000000298023224,6.8000001907348633,17,4,245,1174,2847
1503960366,2016-05-07,11992,7.7100000381469727,2.4600000381469727,2.119999885559082,3.130000114440918,37,46,175,833,1821
1624580081,2016-05-07,2104,1.3700000047683716,0,0,1.3700000047683716,0,0,182,1258,1474
1644430081,2016-05-07,13372,9.7200002670288086,3.2599999904632568,0.79000002145767212,5.6700000762939453,41,17,243,1139,3404
1844505072,2016-05-07,0,0,0,0,0,0,0,0,1440,1347
1927972279,2016-05-07,1510,1.0399999618530273,0,0,1.0399999618530273,0,0,48,1392,2229
2022484408,2016-05-07,6708,4.7100000381469727,1.6100000143051147,7.9999998211860657E-2,3.0199999809265137,20,2,149,1269,1995
2026352035,2016-05-07,4193,2.5999999046325684,0,0,2.5999999046325684,0,0,229,665,1491
2320127002,2016-05-07,7379,4.9699997901916504,0,0,4.9699997901916504,0,0,319,1121,1972
2873212765,2016-05-07,4940,3.380000114440918,2.2799999713897705,0.55000001192092896,0.55000001192092896,75,11,52,1302,1897
3977333714,2016-05-07,11550,7.7300000190734863,0,4.130000114440918,3.5899999141693115,0,86,208,703,1574
4020332650,2016-05-07,6132,4.4000000953674316,0,0,3.5799999237060547,0,0,184,1256,2975
4319703577,2016-05-07,7937,5.3299999237060547,0.18999999761581421,1.0499999523162842,4.0799999237060547,3,28,279,586,2158
4388161847,2016-05-07,22770,17.540000915527344,9.4499998092651367,2.7699999809265137,5.3299999237060547,120,56,260,508,4022
4445114986,2016-05-07,5183,3.5899999141693115,2.130000114440918,0.18999999761581421,1.25,26,4,108,866,2123
4558609924,2016-05-07,8237,5.440000057220459,1.6100000143051147,1,2.8299999237060547,23,16,233,1116,1973
4702921684,2016-05-07,14370,11.649999618530273,0.37000000476837158,2.309999942779541,8.9700002670288086,5,46,439,577,3683
5553957443,2016-05-07,1868,1.2200000286102295,0,0,1.2200000286102295,0,0,96,902,1494
5577150313,2016-05-07,0,0,0,0,0,0,0,0,1440,1819
6117666160,2016-05-07,7336,5.5399999618530273,0,0,5.5399999618530273,0,0,412,456,2469
6290855005,2016-05-07,5510,4.1700000762939453,0,0,4.1599998474121094,0,0,227,1213,2613
6775888955,2016-05-07,1967,1.4099999666213989,0.12999999523162842,0.23999999463558197,1.0499999523162842,2,5,49,551,1032
6962181067,2016-05-07,6815,4.5,0,0,4.5,0,0,328,745,1947
7007744171,2016-05-07,0,0,0,0,0,0,0,0,111,120
7086361926,2016-05-07,12827,8.4799995422363281,1.4600000381469727,2.3299999237060547,4.679999828338623,20,42,209,621,2739
8053475328,2016-05-07,19769,15.670000076293945,12.439999580383301,0.87999999523162842,2.3499999046325684,121,20,148,1076,3331
8378563200,2016-05-07,4468,3.5399999618530273,0,0,3.5399999618530273,0,0,158,851,2799
8583815059,2016-05-07,6117,4.7699999809265137,0,0,4.7699999809265137,0,0,250,1190,2810
8792009665,2016-05-07,0,0,0,0,0,0,0,0,1440,1688
8877689391,2016-05-07,12332,8.130000114440918,7.9999998211860657E-2,0.95999997854232788,6.9899997711181641,105,28,271,1036,4142
1503960366,2016-05-06,12159,8.0299997329711914,1.9700000286102295,0.25,5.809999942779541,24,6,289,754,1896
1624580081,2016-05-06,1727,1.1200000047683716,0,0,1.1200000047683716,0,0,102,1338,1341
1644430081,2016-05-06,9787,7.119999885559082,0.81999999284744263,0.27000001072883606,6.0100002288818359,11,6,369,1054,3328
1844505072,2016-05-06,44,2.9999999329447746E-2,0,0,2.9999999329447746E-2,0,0,2,1438,1351
1927972279,2016-05-06,2091,1.4500000476837158,0,0,1.4500000476837158,0,0,108,1332,2383
2022484408,2016-05-06,10227,7.179999828338623,1.8700000047683716,0.67000001668930054,4.6399998664855957,24,17,295,1104,2498
2026352035,2016-05-06,8198,5.0799999237060547,0,0,5.0799999237060547,0,0,383,511,1736
2320127002,2016-05-06,4878,3.2899999618530273,0,0,3.2899999618530273,0,0,204,1236,1742
2873212765,2016-05-06,7063,4.75,0,0.11999999731779099,4.6100001335144043,0,5,370,1065,1910
3977333714,2016-05-06,11677,8.2799997329711914,3.1099998950958252,2.5099999904632568,2.6700000762939453,29,55,168,676,1590
4020332650,2016-05-06,4369,3.130000114440918,0,0,3.0999999046325684,0,0,177,855,2704
4319703577,2016-05-06,9524,6.4200000762939453,0.40999999642372131,0.4699999988079071,5.4600000381469727,6,11,314,692,2266
4388161847,2016-05-06,13175,10.130000114440918,2.1099998950958252,2.0899999141693115,5.929999828338623,33,45,262,1100,3425
4445114986,2016-05-06,4514,3.0299999713897705,0,0,3.0299999713897705,0,0,229,809,2211
4558609924,2016-05-06,3755,2.4800000190734863,0,0,2.4800000190734863,0,0,202,1238,1722
4702921684,2016-05-06,6943,5.630000114440918,7.9999998211860657E-2,0.6600000262260437,4.869999885559082,1,16,207,682,2859
5553957443,2016-05-06,9632,6.2899999618530273,1.5199999809265137,0.54000002145767212,4.2300000190734863,21,9,229,761,1916
5577150313,2016-05-06,4950,3.7000000476837158,1.9299999475479126,0.31999999284744263,1.4500000476837158,41,16,79,1304,2643
6117666160,2016-05-06,3365,2.6800000667572021,0,0,2.6800000667572021,0,0,133,673,1838
6290855005,2016-05-06,6116,4.619999885559082,0,0,4.5900001525878906,0,0,305,1135,2806
6775888955,2016-05-06,4697,3.369999885559082,0.4699999988079071,0.93000000715255737,1.9299999475479126,12,35,75,1318,2496
6962181067,2016-05-06,5908,3.9100000858306885,0,0,3.9100000858306885,0,0,299,717,1850
7007744171,2016-05-06,11459,7.6700000762939453,3,0.81000000238418579,3.8599998950958252,44,13,247,1136,2553
7086361926,2016-05-06,12461,8.380000114440918,3.8199999332427979,1.4299999475479126,3.119999885559082,84,35,154,834,2924
8053475328,2016-05-06,13953,11,9.1000003814697266,0.68999999761581421,1.2100000381469727,90,15,90,1245,2859
8378563200,2016-05-06,7045,5.5900001525878906,1.5499999523162842,0.25,3.7799999713897705,74,5,166,831,3644
8583815059,2016-05-06,5843,4.559999942779541,0.14000000059604645,1.190000057220459,3.2300000190734863,2,22,166,1250,2683
8792009665,2016-05-06,0,0,0,0,0,0,0,0,1440,1688
8877689391,2016-05-06,21727,19.340000152587891,12.789999961853027,0.28999999165534973,6.1599998474121094,96,17,232,1095,4015
1503960366,2016-05-05,14070,8.8999996185302734,2.9200000762939453,1.0800000429153442,4.880000114440918,45,24,250,857,1959
1624580081,2016-05-05,2470,1.6100000143051147,0,0,1.5800000429153442,0,0,117,1323,1370
1644430081,2016-05-05,4363,3.190000057220459,0.51999998092651367,0.54000002145767212,2.130000114440918,6,12,81,1341,2463
1844505072,2016-05-05,2237,1.4800000190734863,0,0,1.4800000190734863,0,0,120,1320,1589
1927972279,2016-05-05,0,0,0,0,0,0,0,0,1440,2063
2022484408,2016-05-05,11895,8.3500003814697266,2.7899999618530273,0.86000001430511475,4.6999998092651367,55,20,253,1112,2609
2026352035,2016-05-05,12167,7.5399999618530273,0,0,7.5399999618530273,0,0,475,479,1926
2320127002,2016-05-05,5202,3.5099999904632568,0,0.38999998569488525,3.1099998950958252,0,11,223,1206,1780
2873212765,2016-05-05,8314,5.6100001335144043,0.77999997138977051,0.80000001192092896,4.0300002098083496,13,23,311,1093,1971
3977333714,2016-05-05,12312,8.5799999237060547,1.7599999904632568,4.1100001335144043,2.7100000381469727,14,88,178,680,1618
4020332650,2016-05-05,11728,8.4300003051757813,2.619999885559082,1.6799999475479126,4.0399999618530273,38,42,196,916,3429
4319703577,2016-05-05,13658,9.4899997711181641,2.630000114440918,1.4099999666213989,5.4499998092651367,27,34,328,957,2530
4388161847,2016-05-05,9603,7.380000114440918,0.62999999523162842,1.6699999570846558,5.0900001525878906,12,39,199,896,2899
4445114986,2016-05-05,3800,2.5499999523162842,0.11999999731779099,0.23999999463558197,2.1800000667572021,2,6,185,734,2120
4558609924,2016-05-05,10611,7.0100002288818359,1.0099999904632568,0.5,5.5100002288818359,14,8,370,1048,2262
4702921684,2016-05-05,8614,6.9899997711181641,0.67000001668930054,0.2199999988079071,6.0900001525878906,8,5,241,745,3006
5553957443,2016-05-05,14331,9.5100002288818359,3.4300000667572021,1.6599999666213989,4.429999828338623,44,29,241,692,2156
5577150313,2016-05-05,7550,5.6399998664855957,2.5,0.4699999988079071,2.6700000762939453,45,21,143,1153,3004
6117666160,2016-05-05,9799,7.4000000953674316,0,0,7.4000000953674316,0,0,487,479,2636
6290855005,2016-05-05,6339,4.7899999618530273,0,0,4.7899999618530273,0,0,239,1201,2682
6775888955,2016-05-05,0,0,0,0,0,0,0,0,1440,1841
6962181067,2016-05-05,10524,6.9600000381469727,0.99000000953674316,1.1599999666213989,4.809999942779541,14,22,305,591,2066
7007744171,2016-05-05,15010,11.100000381469727,4.3299999237060547,1.2899999618530273,5.4800000190734863,53,23,317,1047,2933
7086361926,2016-05-05,8564,5.5999999046325684,1.7799999713897705,0.82999998331069946,2.9500000476837158,24,14,149,1253,2386
8053475328,2016-05-05,14990,11.510000228881836,8.8500003814697266,0.44999998807907104,2.2100000381469727,93,9,130,1208,2950
8378563200,2016-05-05,8567,6.7899999618530273,0.88999998569488525,0.15999999642372131,5.7399997711181641,66,3,214,764,3783
8583815059,2016-05-05,12427,9.6899995803833008,0,0,1.1799999475479126,0,0,70,1370,3266
8792009665,2016-05-05,0,0,0,0,0,0,0,0,1440,1688
8877689391,2016-05-05,14055,10.670000076293945,5.4600000381469727,0.81999999284744263,4.369999885559082,67,15,188,1170,3052
1503960366,2016-05-04,11100,7.1500000953674316,2.4600000381469727,0.87000000476837158,3.8199999332427979,36,22,203,1179,1819
1624580081,2016-05-04,2193,1.4299999475479126,0,0,1.4199999570846558,0,0,118,1322,1368
1644430081,2016-05-04,2309,1.6799999475479126,0,0,1.6599999666213989,0,0,52,1388,2222
1844505072,2016-05-04,2080,1.3700000047683716,0,0,1.3700000047683716,0,0,87,1353,1549
1927972279,2016-05-04,1786,1.2400000095367432,0,0,1.2400000095367432,0,0,87,1353,2338
2022484408,2016-05-04,11768,8.2899999618530273,2.5099999904632568,0.93000000715255737,4.8499999046325684,36,27,272,1105,2649
2026352035,2016-05-04,6564,4.070000171661377,0,0,4.070000171661377,0,0,345,530,1658
2320127002,2016-05-04,1201,0.81000000238418579,0,0,0.81000000238418579,0,0,52,1388,1426
2873212765,2016-05-04,8278,5.559999942779541,0,0,5.559999942779541,0,0,420,1020,2015
3977333714,2016-05-04,13559,9.4399995803833008,1.809999942779541,4.5799999237060547,2.8900001049041748,14,96,142,852,1628
4020332650,2016-05-04,10252,7.3499999046325684,0.67000001668930054,1.0399999618530273,5.5799999237060547,13,46,346,531,3879
4319703577,2016-05-04,10429,7.0199999809265137,0.5899999737739563,0.57999998331069946,5.8499999046325684,8,13,313,1106,2282
4388161847,2016-05-04,12375,9.5200004577636719,2.7899999618530273,0.93000000715255737,5.8000001907348633,35,21,251,632,3162
4445114986,2016-05-04,2923,1.9600000381469727,0,0,1.9600000381469727,0,0,180,897,2070
4558609924,2016-05-04,5232,3.4600000381469727,0,0,3.4600000381469727,0,0,252,1188,1842
4702921684,2016-05-04,8161,6.619999885559082,0.34000000357627869,0.73000001907348633,5.5399999618530273,4,15,251,757,3004
5553957443,2016-05-04,4249,2.7699999809265137,0,0,2.7699999809265137,0,0,224,651,1698
5577150313,2016-05-04,5206,3.8900001049041748,1.559999942779541,0.25,2.0799999237060547,25,9,141,631,2755
6117666160,2016-05-04,2997,2.2599999904632568,0,0,2.2599999904632568,0,0,156,1279,1902
6290855005,2016-05-04,5832,4.4099998474121094,0,0,4.4000000953674316,0,0,272,1168,2718
6775888955,2016-05-04,0,0,0,0,0,0,0,0,1440,1841
6962181067,2016-05-04,10147,6.7100000381469727,0.4699999988079071,1.6799999475479126,4.5500001907348633,15,36,284,683,2086
7007744171,2016-05-04,0,0,0,0,0,0,0,0,1440,1557
7086361926,2016-05-04,10988,8.3100004196166992,5.2800002098083496,0.11999999731779099,2.9000000953674316,45,12,135,843,2655
8053475328,2016-05-04,14581,11.149999618530273,8.8199996948242188,0.40000000596046448,1.9099999666213989,89,8,123,1220,2918
8378563200,2016-05-04,7875,6.2399997711181641,1.559999942779541,0.49000000953674316,4.1999998092651367,19,10,167,680,3110
8583815059,2016-05-04,3588,2.7999999523162842,0,0,0,0,0,0,1440,2516
8792009665,2016-05-04,2283,1.4600000381469727,0,0,1.4600000381469727,0,0,129,848,2067
